protein1	protein2	cost
HDAC1	BAZ2A	36.60601043544625
HDAC1	CDK2AP1	52.55822189869227
HDAC1	ARID4A	40.081915177203925
HDAC1	KLF1	36.87493270976071
HDAC1	E2F4	63.40346993658944
HDAC1	MIER1	28.35489375751565
HDAC1	SIN3B	53.346887480691
HDAC1	MECOM	49.112116631234706
HDAC1	PHF12	51.76871642217914
HDAC1	TRERF1	32.7414110874898
HDAC1	PCGF6	60.51767833206092
HDAC1	PPP1CC	141.45913204442581
HDAC1	RNF2	141.7744687875783
HDAC1	E4F1	41.851353218479964
HDAC1	RERE	31.545398047421372
HDAC1	SYK	95.4567965102538
HDAC1	NR0B2	78.51114570556207
HDAC1	CREM	25.52909279567824
HDAC1	SPI1	69.45502141674135
HDAC1	HNRNPD	92.66144006215778
HDAC1	DDB2	91.92551991310602
HDAC1	RFX1	29.69077468527014
HDAC1	GATA3	49.112116631234706
HDAC1	PPP2R1B	83.47454701883682
HDAC1	MECP2	56.90731797686496
HDAC1	HR	23.151673805580455
HDAC1	CCT2	99.05783693893856
HDAC1	CCT3	105.20621712277885
HDAC1	CCT4	99.00628015122976
HDAC1	CCT7	89.19220920276854
HDAC1	CCT8	85.46643752021176
HDAC1	ENO1	69.45502141674135
HDAC1	BCL11A	46.15665426509307
HDAC1	BCL11B	56.7097875150313
HDAC1	ZBTB7A	60.481053282648794
HDAC1	NFE4	36.60601043544625
HDAC1	CEBPD	43.312815655415434
HDAC1	CEBPA	88.15894736213676
HDAC1	REST	71.3582510996451
HDAC1	SNAI1	88.15894736213676
HDAC1	CHFR	65.4828221749796
HDAC1	VPRBP	96.85040010242601
HDAC1	UHRF1	83.22154932688174
HDAC1	PRDM1	43.312815655415434
HDAC1	PADI4	36.60601043544625
HDAC1	WHSC1	54.29548784199291
HDAC1	SUZ12	108.69599099361378
HDAC1	ING2	61.253571324454214
HDAC1	BRMS1L	30.216991270201138
HDAC1	FOXK2	79.62262906609759
HDAC1	TFAP4	63.40346993658944
HDAC1	HIST1H3A	106.13134967550393
HDAC1	HIST1H4A	109.00851386760324
HDAC1	FRA10F	16.3707055437449
HDAC1	EHMT1	56.7097875150313
HDAC1	KCTD11	21.76243715690618
HDAC1	UHRF2	61.780075153106225
HDAC1	MGA	49.22483958436646
HDAC1	ELMSAN1	31.296624846699423
HDAC1	MBTPS1	21.640505928690747
HDAC1	HELLS	30.502422163144637
HDAC1	BRMS1	63.40346993658944
HDAC1	SERPINB5	40.09987531152684
HDAC1	REPIN1	28.35489375751565
HDAC1	SAP30L	31.134094488289772
HDAC1	ZBTB2	28.07116097551563
HDAC1	SNAI2	32.7414110874898
HDAC1	NKX3-2	28.35489375751565
HDAC1	MTA3	63.40346993658944
HDAC1	SSX2	40.09987531152684
HDAC1	NR1D2	22.015442458775777
HDAC1	BHLHE41	16.156779106680855
HDAC1	RREB1	32.7414110874898
HDAC1	ZNF395	32.7414110874898
HDAC1	ADNP	36.60601043544625
HDAC1	HDGF	56.7097875150313
HDAC1	OVOL1	16.3707055437449
HDAC1	HIST1H2BA	46.30334761116091
HDAC1	SMARCAD1	48.58917152206017
HDAC1	IRF5	54.29548784199291
HDAC1	DNTTIP1	39.27108845592639
HDAC1	MAGEB2	28.35489375751565
HDAC1	CHD5	42.89257646365146
HDAC1	HIST3H2BB	24.081400176285058
HDAC1	MIER2	32.7414110874898
HDAC1	RCOR2	20.815138972216545
HDAC1	ARID5B	13.81815999435834
HDAC1	GATAD1	51.76871642217914
HDAC1	MIER3	16.3707055437449
HDAC1	FAM60A	32.7414110874898
HDAC1	ZMYND8	46.30334761116091
HDAC1	PWWP2A	16.3707055437449
HDAC1	TNRC18	13.918598009493897
HDAC1	C16orf87	13.626882981104247
HDAC1	ZNF512B	16.8264254574299
HDAC1	ZNF516	23.151673805580455
HDAC1	ZNF521	11.368374963334311
HDAC1	ZNF592	16.3707055437449
HDAC1	ZNF609	16.3707055437449
HDAC1	ZNF687	28.35489375751565
HDAC1	ZNF827	21.368365339901942
HDAC1	BAHCC1	16.3707055437449
HDAC4	HDAC5	31.41446465297276
HDAC4	YWHAG	51.756057039535904
HDAC4	YWHAB	59.7988622493182
HDAC4	RANBP2	29.125063221624533
HDAC4	PPP2R1A	49.8254947367912
HDAC4	CAMK2D	8.826416820644134
HDAC4	SP1	57.922148522280295
HDAC4	NCOR1	48.60442626961522
HDAC4	NR2C1	24.615171100993013
HDAC4	SIN3A	52.793660436868194
HDAC4	RUNX2	29.810452600036733
HDAC4	SRF	20.972617486675286
HDAC4	NUP155	9.85366889486973
HDAC4	TBL1XR1	17.68730028547638
HDAC4	YY1	45.83095439636141
HDAC4	YWHAH	37.30195745858654
HDAC4	MAPK3	41.18905941299524
HDAC4	MEF2A	15.330793065134692
HDAC4	MEF2C	17.898716839919995
HDAC4	BCL6	27.464819863730458
HDAC4	SIRT1	46.60094346253625
HDAC4	PPP2CA	51.90224262418615
HDAC4	GNB1	35.95275858363506
HDAC4	RFXANK	16.59398401450262
HDAC4	CSRP3	5.582426522235289
HDAC4	NACC1	19.066829547638402
HDAC5	SIK2	13.077401384587732
HDAC5	YWHAG	40.250973370004296
HDAC5	YWHAB	46.50590770690296
HDAC5	PHB2	20.379658130286582
HDAC5	NCOR1	37.799932594327366
HDAC5	RUNX2	23.183754760051816
HDAC5	PHB	18.795380636104944
HDAC5	TBL1XR1	13.755511789357186
HDAC5	YY1	35.642988095492804
HDAC5	YWHAH	29.009939748069794
HDAC5	TBL1X	18.49423839868066
HDAC5	MEF2A	11.92284301979192
HDAC5	BCL6	21.359543137192826
HDAC5	PPP2CA	40.36466271211049
HDAC5	GNB1	27.960660280257407
HDAC5	PPP2R2A	23.70480307084619
HDAC5	RFXANK	12.905233645596336
HDAC5	NFATC1	22.650723629077536
HDAC5	REST	21.545135720484655
HDAC5	NR2E1	9.885586245311682
HDAC6	TIMM50	20.921341819312328
HDAC6	NR3C1	36.1842480206185
HDAC6	HSP90AA1	107.38822742043044
HDAC6	RUNX2	38.105117766515306
HDAC6	AURKA	47.83741204952495
HDAC6	UBD	25.690465157330262
HDAC6	TUBA1A	41.92096341934016
HDAC6	ATF3	37.22902093797257
HDAC6	PRKCA	29.72873842697279
HDAC6	TUBB	44.497190922573985
HDAC6	ADRBK1	29.29163703175362
HDAC6	MAPK3	52.64978632435273
HDAC6	HSPA5	57.405759315443845
HDAC6	PPP1CC	70.19974907889608
HDAC6	TUBB2A	22.978250586152118
HDAC6	MYH10	19.8997487421324
HDAC6	SYK	47.37087712930805
HDAC6	FNTA	11.489125293076059
HDAC6	DNAJA1	28.206456184673566
HDAC6	G3BP1	42.98837052040936
HDAC6	RPS6	69.8856208386246
HDAC6	TUBA1B	29.205066583633066
HDAC6	APOBEC3G	11.489125293076059
HDAC6	JDP2	18.165902124584953
HDAC6	CYLD	36.43383319219283
HDAC6	PKM	31.490726911228386
HDAC6	TUBB4B	31.464265445104548
HDAC6	TARDBP	40.02064685775457
HDAC6	FNTB	11.489125293076059
HDAC6	LCOR	22.978250586152118
HDAC6	TUBB2B	11.489125293076059
HDAC6	MIIP	8.12403840463596
HDAC6	PLAA	14.778114728489015
HDAC6	RPL36A	6.550370919822383
HDAC6	TRIM50	8.12403840463596
HDAC6	ATP13A2	21.49418526020468
HDAC6	DBT	16.78026299259558
HDAC6	VKORC1	14.07124727947029
RICTOR	FBXW7	27.4039034530057
RICTOR	PLK1	27.669743921396613
RICTOR	CHUK	25.726513728448936
RICTOR	IKBKB	27.931804798996158
RICTOR	PRKCA	13.891546133126866
RICTOR	HSPA4	34.16556309857108
RICTOR	RPS6KB1	16.10580090003765
RICTOR	SGK1	15.184694710476032
RICTOR	SIRT1	27.8345082724993
RICTOR	MAPKAP1	7.493880992578732
RICTOR	MLST8	7.460859194033077
RICTOR	GSK3A	15.184694710476032
RICTOR	PRR5	5.3686003000125515
RICTOR	PRR5L	6.5751656839917185
RICTOR	PREX1	6.488289547245847
RPTOR	LARP1	13.255652893030549
RPTOR	ULK1	22.978494852975484
RPTOR	IKBKB	36.046504969082584
RPTOR	EIF3B	24.98025753962675
RPTOR	RHEB	13.835561753799762
RPTOR	MAPK3	31.749353235893047
RPTOR	RPS6KB1	20.784830638481573
RPTOR	NFATC2	21.354383506199074
RPTOR	PDK1	10.406739431168022
RPTOR	MLST8	9.628375249887332
RPTOR	CCT7	26.69130215118922
RPTOR	NFATC1	22.45018297138703
RPTOR	RRAGD	9.438234685052143
RPTOR	RRAGB	10.91533978335247
RPTOR	FAF2	28.98306158916377
RPTOR	DEPTOR	10.95456759974226
RPTOR	HTR6	7.938604832472748
RPTOR	ICK	10.95456759974226
RPTOR	AKT1S1	9.79806312685616
RPTOR	PREX1	8.373256332295773
TCERG1	SF3A1	17.618592750034704
TCERG1	SF3A3	14.500411551202864
TCERG1	SF3B1	22.050640014390066
TCERG1	HNRNPM	14.577830468590207
TCERG1	POLR2A	38.02039984252559
TCERG1	DIAPH1	7.250205775601432
TCERG1	SF3B3	20.151181719434927
TCERG1	SNRPA1	19.85550624925571
TCERG1	SF3A2	24.046212210537607
SF3A1	SF3A3	19.44065401213877
SF3A1	SF3B1	29.56322044738236
SF3A1	PRPF8	41.374819617586944
SF3A1	PLRG1	15.022855484810162
SF3A1	PRPF40A	23.30852533630775
SF3A1	PPP4R2	22.272067142518214
SF3A1	SNRPD1	25.25415036104407
SF3A1	HNRNPR	19.8897147453591
SF3A1	SF3B3	27.016622966868322
SF3A1	SNRPB2	15.144756868458723
SF3A1	SNRPA1	26.620211837754287
SF3A1	SF3A2	32.2386775186908
SF3A1	SART1	22.261473409482257
SF3A1	LARP7	53.173630344077075
SF3A3	SF3B1	24.331050121192877
SF3A3	EIF4G1	17.435595774162696
SF3A3	SNRNP70	19.609925599146184
SF3A3	SF3B3	22.235155627994086
SF3A3	SNRPB2	12.46440113300906
SF3A3	SNRPA1	21.908902300206645
SF3A3	SF3A2	26.5329983228432
SF3A3	DDX46	8.350039599507134
SF3A3	SART1	18.321583951307122
SF3A3	PRPF31	20.09810346603406
SF3B1	SNRNP200	34.942810419312295
SF3B1	PRPF8	51.78286745097372
SF3B1	EFTUD2	55.55432803104783
SF3B1	PPP4R2	27.874719729532707
SF3B1	SNRPD1	31.60696125855822
SF3B1	BAZ1B	16.86781237174171
SF3B1	SF3B3	33.812792877328
SF3B1	SF3B6	20.174241001832016
SF3B1	TOP1	30.413812651491096
SF3B1	SNRPB2	18.954498043618546
SF3B1	SNRPA1	33.31666249791537
SF3B1	ERG	43.147698823241655
SF3B1	SF3A2	40.34848200366403
SF3B1	PHF5A	15.050744744573239
SF3B1	SF3B5	14.758434283938497
SF3B1	DDX42	8.25760487387859
SF3B1	RPS2	47.81510047296683
SF3B1	SART1	27.861461088681043
SF3B1	PRPF31	30.56299767331219
SF3B1	LARP7	66.54972945970286
SF3B1	CCDC97	11.29493219191138
HNRNPM	PRPF8	34.23401145659006
HNRNPM	EFTUD2	36.72735010433054
HNRNPM	PLRG1	12.430086983607797
HNRNPM	CDC37	33.943797490437106
HNRNPM	DDX1	12.520805237439944
HNRNPM	HNRNPF	16.58047693394159
HNRNPM	DOT1L	11.915110374909132
HNRNPM	IVNS1ABP	12.47737732706489
HNRNPM	RPL19	30.36057454636081
HNRNPM	RTCB	8.992026130329045
RBBP7	RBBP4	49.00830719476137
RBBP7	MTA1	37.465152444167806
RBBP7	MTA2	36.756230396071025
RBBP7	HIST3H3	52.34089502796415
RBBP7	SIN3A	50.886696753153046
RBBP7	ING1	23.99184180017554
RBBP7	MORF4L2	30.630191996725856
RBBP7	CHD4	45.843073657141346
RBBP7	NR1I2	23.726044698890988
RBBP7	SAP30	19.08662647252002
RBBP7	GATAD2A	24.504153597380686
RBBP7	GATAD2B	19.67284742104972
RBBP7	CDK2AP1	19.667673130662127
RBBP7	ARID4A	14.99894740875522
RBBP7	SIN3B	19.962797591037766
RBBP7	PHF12	19.37223437558289
RBBP7	TWIST1	19.226944220541203
RBBP7	BCL11A	17.27215944711059
RBBP7	BCL11B	21.22121951356751
RBBP7	BANF1	16.888601248561734
RBBP7	SUZ12	40.67483914498604
RBBP7	AEBP2	17.327053175944616
RBBP7	ING2	22.921536828570673
RBBP7	BRMS1L	11.307420339293747
RBBP7	BAP1	28.222087039207373
RBBP7	FOXK2	29.79537331560544
RBBP7	HAT1	14.373462266699526
RBBP7	HIST1H3E	25.731523070190622
RBBP7	HIST1H3A	39.71513150420624
RBBP7	HIST1H4A	40.79178750262506
RBBP7	JARID2	21.22121951356751
RBBP7	MTF2	13.698238293709807
RBBP7	SIRT7	18.378115198035513
RBBP7	BRMS1	23.726044698890988
RBBP7	SAP30L	11.650607107583076
RBBP7	SMARCA1	12.252076798690343
RBBP7	MTA3	23.726044698890988
RBBP7	PHF19	13.891532655943651
RBBP7	CHD5	16.050717530838284
RBBP7	GATAD1	19.37223437558289
RBBP7	FAM60A	12.252076798690343
RBBP7	ZNF827	7.996199446241506
RBBP7	C17orf49	9.338763150261853
RBBP4	MTA1	48.92578204951841
RBBP4	MTA2	48.0
RBBP4	USF1	32.92005156491207
RBBP4	SMARCA2	36.666718369118094
RBBP4	KDM1A	75.04665215717488
RBBP4	HIST3H3	68.35202996254024
RBBP4	NR2C1	30.98386676965934
RBBP4	SIN3A	66.4529909033446
RBBP4	SMARCA5	37.52332607858744
RBBP4	DDB1	74.18894796396563
RBBP4	ING1	31.33097148426636
RBBP4	SOX2	52.459508194416
RBBP4	CHD4	59.86651818838306
RBBP4	SAP30	24.925245619825358
RBBP4	GATAD2A	32.0
RBBP4	GATAD2B	25.690792174143215
RBBP4	CDK2AP1	25.68403506287451
RBBP4	KPNA1	37.52332607858744
RBBP4	BCL11B	27.71281292110203
RBBP4	ZFPM1	13.856406460551016
RBBP4	SUZ12	53.11731529379102
RBBP4	AEBP2	22.627416997969522
RBBP4	ING2	29.93325909419153
RBBP4	HAT1	18.77031951773067
RBBP4	HIST1H3E	33.602823087679155
RBBP4	H3F3A	42.33202097703345
RBBP4	HIST1H3A	51.8640320745642
RBBP4	HIST1H4A	53.27003827724671
RBBP4	JARID2	27.71281292110203
RBBP4	SMARCA1	16.0
RBBP4	MTA3	30.98386676965934
RBBP4	PHF19	18.140967131291315
RBBP4	HJURP	15.089893656039285
RBBP4	LIN54	19.89209749277571
RBBP4	LIN52	21.166010488516726
RBBP4	FAM60A	16.0
RBBP4	PHF6	13.856406460551016
RBBP4	C17orf49	12.195500637097018
MTA1	MTA2	36.69433653713881
MTA1	MNAT1	18.074416430510176
MTA1	ATR	35.132152501790536
MTA1	KDM1A	57.37056479668686
MTA1	NR2C1	23.68609238474482
MTA1	BLOC1S1	10.76920030661121
MTA1	SOX2	40.10347600538941
MTA1	CHD4	45.76587845231811
MTA1	DNMT1	31.14302371470539
MTA1	PARK7	29.932350028807644
MTA1	GATAD2A	24.462891024759205
MTA1	GATAD2B	19.639720290493816
MTA1	BCL11A	17.243074837814294
MTA1	BCL11B	21.18548507745181
MTA1	SUZ12	40.60634673624328
MTA1	FOXK2	29.745200851972548
MTA1	TRIM25	67.82664649060182
MTA1	HIC1	22.05055198396428
MTA1	CHD5	16.023689708999385
MTA1	NACC2	9.560883387920144
MTA2	KDM1A	56.28498911788116
MTA2	NR2C1	23.237900077244504
MTA2	SIN3A	49.83974317750845
MTA2	NR4A1	18.29452635619111
MTA2	SOX2	39.34463114581201
MTA2	CHD4	44.8998886412873
MTA2	DNMT1	30.553730072068888
MTA2	PARK7	29.365964961553626
MTA2	GATAD2A	24.0
MTA2	GATAD2B	19.268094130607412
MTA2	TWIST1	18.831365036102053
MTA2	HNRNPD	33.96118993694669
MTA2	PCNT	12.562460569098462
MTA2	BCL11B	20.784609690826528
MTA2	FOXK2	29.18235705358002
MTA2	LARP7	65.64424877172392
MTA2	MTA3	23.237900077244504
MTA2	CHD5	15.720486700723903
MTA2	ZBTB1	10.392304845413264
MTA2	NACC2	9.379970710650793
CRTC2	SIK2	5.291502622129181
CRTC2	YWHAG	16.286731963557
CRTC2	YWHAB	18.81766303094417
SIK2	VCP	32.07802986469088
SIK2	PPP2CA	21.6061762329765
SIK2	PPP2R2C	8.424526462157075
SIK2	CEP250	5.291502622129181
SART3	PRPF4	22.80350850198276
SART3	PRPF8	38.07152132390138
SART3	USP15	20.951527486217355
SART3	POP7	8.90952702659565
SART3	USP4	21.274563307567718
SART3	PPIH	9.414138077647959
SART3	PRPF31	22.47036278443815
SART3	MEPCE	40.86092762967543
SART3	TUT1	9.907773702113785
SART3	LARP7	48.92833419516059
SART3	RPL26L1	14.187404805182728
PRPF4	SNRNP200	29.291637031753616
PRPF4	PRPF8	43.40821300965015
PRPF4	SNRNP40	17.663521732655692
PRPF4	EFTUD2	46.56972901438576
PRPF4	DDX23	19.07878402833891
PRPF4	USP39	12.455269160730333
PRPF4	USP15	23.888416758074143
PRPF4	PRPF4B	12.10437957753639
PRPF4	NHP2L1	21.023796041628636
PRPF4	SART1	23.355528521910852
PRPF4	N4BP2L2	4.3296190750596795
PRPF4	PPIH	10.733768884624242
PRPF4	PRPF31	25.620155439878616
PRPF4	MEPCE	46.58862553011029
PRPF4	TUT1	11.296600092593645
PRPF4	GPKOW	11.333267803799693
PRPF4	ZGPAT	26.981475126464083
PRPF4	CCDC84	7.211102550927978
CD2BP2	SNRNP200	30.419457006175264
CD2BP2	PRPF8	45.07956547223739
CD2BP2	SNRNP40	18.34362276651475
CD2BP2	EFTUD2	48.36280976739696
CD2BP2	SNRPB	21.18139108432048
CD2BP2	DDX23	19.813377103198857
CD2BP2	USP39	12.93483612146529
CD2BP2	SNRPF	21.833278184542383
CD2BP2	CD2	12.970900049730517
CD2BP2	SNRPD1	27.51543414977213
CD2BP2	SNRPE	25.941800099461034
CD2BP2	PPP1CC	45.757056564773016
CD2BP2	SNRPN	11.978728627155816
CD2BP2	DHX38	13.21029470123953
CD2BP2	SART1	24.254789684802866
CD2BP2	PRPF31	26.606611847950276
CD2BP2	ZNHIT2	21.833278184542383
CD2BP2	USP19	16.982993429726033
CD2BP2	KLHL36	7.488752635343645
CD2BP2	SMU1	15.391730280866954
CD2BP2	ACAD11	11.840757580637144
CD2BP2	TSSC4	23.526695307961447
CD2BP2	NAA30	5.29534777108012
SNRNP200	PRPF8	48.903754602912215
SNRNP200	SNRNP40	19.899748742132395
SNRNP200	EFTUD2	52.46552303678895
SNRNP200	SNRPB	22.978250586152114
SNRNP200	DDX23	21.494185260204677
SNRNP200	SNRPD1	29.849623113198597
SNRNP200	SNRPE	28.142494558940573
SNRNP200	SNRPA1	31.46426544510454
SNRNP200	ERG	40.748698919192364
SNRNP200	SF3A2	38.1051177665153
SNRNP200	SART1	26.31237169802238
SNRNP200	MEPCE	52.486811878318484
SNRNP200	ZNHIT2	23.68543856465402
SNRNP200	RIOK1	26.94438717061496
SNRNP200	ECD	19.386108127566317
SNRNP200	RNF113A	11.489125293076057
SNRNP200	TSSC4	25.52251162817007
EIF4A2	EIF4G1	9.746794344808965
EIF4A2	PDCD4	7.416198487095663
EIF4A2	EIF4A1	7.745966692414833
EIF4A2	EIF4G3	4.446655697212644
EIF4G1	EIF4A1	15.0996688705415
EIF4G1	EIF3I	16.309506430300093
EIF4G1	EIF3B	22.22611077089287
EIF4G1	MKNK2	8.717797887081348
EIF4G1	HNRNPD	24.672232489590183
EIF4G1	USP10	17.32949085834481
EIF4G1	G3BP1	23.065125189341597
EIF4G1	EIF4B	11.532562594670798
EIF4G1	MKNK1	7.2311830715303325
EIF4G1	SLBP	13.784048752090223
PRPF8	SNRNP40	29.490073610450114
PRPF8	EFTUD2	77.7503352637747
PRPF8	SNRPB	34.05220387483051
PRPF8	RUVBL1	60.77041791363104
PRPF8	DDX23	31.852920041047952
PRPF8	PLRG1	26.31399835784598
PRPF8	LUC7L2	30.883014003669825
PRPF8	BCAS2	27.347038283020908
PRPF8	USP39	20.794652954673417
PRPF8	DDX3X	36.11781641135922
PRPF8	SNRNP70	41.73507402952398
PRPF8	SNRPF	35.100208340248294
PRPF8	NCL	79.85949685561275
PRPF8	TUBA4A	20.879382632252188
PRPF8	HSP90AA1	112.530419963008
PRPF8	PRKDC	66.66093834163551
PRPF8	DHX9	46.63629766224477
PRPF8	SERPINB2	12.039272137119744
PRPF8	SNRPD1	44.23511041567518
PRPF8	SNRPE	41.70526205527946
PRPF8	HNRNPU	76.76495064918942
PRPF8	PRPF4B	20.208826425052262
PRPF8	RPL6	71.73224248901457
PRPF8	SF3B3	47.322253289564976
PRPF8	SF3B6	28.23459588437477
PRPF8	SNRPA1	46.62790048752374
PRPF8	ERG	60.38679916157994
PRPF8	SF3A2	56.46919176874954
PRPF8	SNRPN	19.257569427303945
PRPF8	DHX15	38.07152132390138
PRPF8	SRRM1	41.70526205527946
PRPF8	RPS25	63.705840082095904
PRPF8	HUWE1	60.7953442015629
PRPF8	SART1	38.99314450123331
PRPF8	PRPF31	42.77404479517685
PRPF8	RPAP3	41.222318152382186
PRPF8	ZNHIT2	35.100208340248294
PRPF8	RPLP0	60.28776658782249
PRPF8	EIF4A3	45.84418247802662
PRPF8	PCBP1	51.078305812245766
PRPF8	RIOK1	39.92974842780637
PRPF8	WDR92	24.231315994066133
PRPF8	CRNKL1	17.88425429845852
PRPF8	SMU1	24.744471948231258
PRPF8	ISY1	21.16996419600102
PRPF8	ECD	28.728893168970462
PRPF8	WDR83	24.987694344771906
PRPF8	ZNF830	21.67488504580959
PRPF8	GPKOW	18.921419343182578
PRPF8	ZGPAT	45.04683152323578
PRPF8	TSSC4	37.82262562163645
PRPF8	SLC7A6OS	10.640043738575374
PRPF8	TTC27	12.019341299648822
PRPF8	C9orf78	8.086430150828658
YWHAG	KIF5B	28.112705303725313
YWHAG	YWHAB	76.61955849138083
YWHAG	PI4KB	18.120910146090743
YWHAG	LARP1	22.03407580412365
YWHAG	IRS2	29.361323602171527
YWHAG	RAI14	21.545321222769253
YWHAG	SAMD4B	13.54604110368314
YWHAG	BRAF	42.31417087520512
YWHAG	LUC7L2	29.5418982661692
YWHAG	EPB41L3	19.071215257504846
YWHAG	EDC3	23.032917229597697
YWHAG	OSBPL3	18.20911990091604
YWHAG	CLASP1	13.752296736856719
YWHAG	PPFIBP1	8.007913680353735
YWHAG	PARD3	29.750135287680486
YWHAG	TJP2	24.430097945335497
YWHAG	ERC1	18.36175554782503
YWHAG	SH3BP4	21.545321222769253
YWHAG	PAK4	28.209447250136744
YWHAG	MARK2	36.10181445839166
YWHAG	RACGAP1	19.555493308422033
YWHAG	KIF23	17.685856069665682
YWHAG	SHCBP1	9.689121031478226
YWHAG	RAF1	48.375331198384934
YWHAG	ANKS1A	14.104723625068372
YWHAG	KIAA0930	18.20911990091604
YWHAG	AKAP13	17.562989323337938
YWHAG	RALGPS2	14.104723625068372
YWHAG	CGN	16.286731963557
YWHAG	SON	11.192827327457785
YWHAG	RMDN3	14.104723625068372
YWHAG	GBF1	21.545321222769253
YWHAG	FOXO1	34.54937584439654
YWHAG	HDAC7	42.31417087520512
YWHAG	MAP3K2	32.573463927114
YWHAG	TERF1	39.84573977262236
YWHAG	YWHAH	47.794546649150625
YWHAG	RASSF2	24.430097945335497
YWHAG	MDM4	36.67233082447281
YWHAG	CDC25B	23.11649729954245
YWHAG	PTPN4	23.377072703453468
YWHAG	KIF1C	11.758288871714342
YWHAG	CDC25C	39.05421128128575
YWHAG	IRS4	56.41889450027349
YWHAG	PTPN3	38.19577213894387
YWHAG	CDK11B	28.04724364854165
YWHAG	SSH1	11.674079355818423
YWHAG	CENPJ	30.976395559637524
YWHAG	EXO1	22.74348160174586
YWHAG	USP37	25.812357916203677
YWHAG	HIST1H3A	52.79347430923439
YWHAG	FAM53C	18.531108821083137
YWHAG	SOCS6	57.3325795227396
YWHAG	GSK3A	32.573463927114
YWHAG	SAMSN1	14.104723625068372
YWHAG	LRRK2	45.707525146866566
YWHAG	SAMD4A	8.301175988713698
YWHAG	LATS2	42.867386874224636
YWHAG	KANK1	13.298460816244827
KIF5B	YWHAB	32.481372965273735
KIF5B	KLC4	9.133720267679703
KIF5B	YWHAH	20.26156931708075
KIF5B	COPE	11.449724296184433
KIF5B	KLC2	8.041513696366748
KIF5B	TRIM25	38.286991541647716
KIF5B	KIAA0368	14.23387499081876
CNOT1	CAPZA2	20.083669453287783
CNOT1	RNF219	8.469085486877946
CNOT1	AGO2	28.982753492378873
CNOT1	TNRC6B	12.82330747998862
CNOT1	CNOT7	20.784609690826525
CNOT1	TOB1	14.696938456699066
CNOT1	TNRC6A	20.588269055348732
CNOT1	FBXW11	42.389131380801096
CNOT1	CNOT4	9.554929804719356
CNOT1	DDX6	15.777692480957192
CNOT1	TNRC6C	12.341744241838702
CNOT1	MEX3C	12.96148139681572
CNOT1	RQCD1	16.970562748477136
CNOT1	CNOT6L	15.491933384829666
CNOT1	CNOT6	12.96148139681572
CNOT1	NANOS2	6.928203230275508
CNOT1	NANOS3	4.67158371625914
CNOT1	CNOT11	12.96148139681572
CNOT1	RC3H1	8.485281374238568
IPO4	HIST3H3	13.980836921406375
IPO4	CEBPD	4.329330688187386
IPO4	BAP1	7.538434263802499
IPO4	HIST1H3A	10.608354644601746
HERC2	EIF3A	28.48044367137765
HERC2	PSMD14	50.16606155948824
HERC2	EIF3I	25.117390394416212
HERC2	EIF3M	19.949855736947317
HERC2	EIF3D	25.117390394416212
HERC2	BLM	44.01946153180189
HERC2	TOP3A	20.138714851232628
HERC2	CLSPN	16.52229239123149
HERC2	WRN	33.56452475205438
HERC2	ZFYVE9	18.9869624475851
HERC2	BIRC6	20.138714851232628
HERC2	HLA-A	19.54122092877938
HERC2	RNF8	28.32806532648481
HERC2	EIF3B	34.229233335038664
HERC2	UBE2N	46.508369761969085
HERC2	MUS81	18.112958293163185
HERC2	EME1	12.24290153490232
HERC2	FBXL5	24.20372300602246
HERC2	BICD2	16.28634747415481
HERC2	RPA3	22.54937351109222
HERC2	KIF20A	13.918806348702562
HERC2	USP16	11.90627197535061
HERC2	USP20	25.117390394416212
HERC2	NEURL4	16.432715409047965
HERC2	MAPK6	26.851619801643505
HERC2	RMI2	10.511316340224985
HERC2	LRRK2	37.678556080617035
HERC2	ECI2	18.9869624475851
HERC2	CEP170	22.02385693376322
HERC2	SRGAP2	6.712904950410876
HERC2	SEC23IP	13.425809900821752
HERC2	TEX10	15.767814448395924
HERC2	FDFT1	8.409263941714363
HERC2	PHKG2	13.425809900821752
HERC2	HM13	9.49348122379255
HERC2	PHKB	8.613410375639278
SNRNP40	EFTUD2	31.63790078959574
SNRNP40	SNRPE	16.970562748477136
SNRNP40	ZNHIT2	14.282856857085699
SNRNP40	ECD	11.690263055344863
SNRNP40	TSSC4	15.390653596022329
EFTUD2	RANGAP1	25.83223782243553
EFTUD2	RUVBL1	65.19646163963525
EFTUD2	DDX23	34.17283854322056
EFTUD2	RANBP2	41.853008746702194
EFTUD2	UBE2M	57.38745117063978
EFTUD2	BCAS2	29.33878346715616
EFTUD2	USP39	22.309173446786446
EFTUD2	ARPC3	31.637900789595747
EFTUD2	SREK1	35.37224841546518
EFTUD2	SNRPF	37.656634019706225
EFTUD2	SARS	17.04237739214125
EFTUD2	HSP90AA1	120.72625893139814
EFTUD2	ZMYND11	29.60845419450187
EFTUD2	PRKDC	71.51600167748218
EFTUD2	GTF2E1	33.505689168527994
EFTUD2	DHX9	50.032922200279145
EFTUD2	ALYREF	38.0066889469267
EFTUD2	CHD4	68.34567708644111
EFTUD2	TPR	21.36532100188965
EFTUD2	SNRPD1	47.45685118439362
EFTUD2	SNRPE	44.74274838166075
EFTUD2	HNRNPU	82.3559115124297
EFTUD2	HNRNPR	37.37616270102556
EFTUD2	PRPF4B	21.68067987742827
EFTUD2	IK	28.26134495031777
