protein1	protein2	cost
USP7	UBC	150.095110976309
USP7	HIF1A	104.7163343749583
USP7	TRAF6	93.03905619407773
USP7	WWP2	54.93136296159218
USP7	MYD88	44.175662866453834
USP7	ACD	21.555516306961056
USP7	MYC	112.41981900298035
USP7	TCEAL1	14.079651019040584
USP7	USP15	45.16209923849009
USP7	FAM175B	30.484103505258737
USP7	CCDC6	29.90120789328524
USP7	NCL	90.43046491846698
USP7	CSNK2A1	94.15357543041866
USP7	APC	48.68336504065891
USP7	RAD50	40.89871660253888
USP7	NBN	47.48868994130939
USP7	CHEK1	41.18838700579317
USP7	KDM1A	90.43046491846698
USP7	CLSPN	23.726475680305814
USP7	MDC1	46.72153798377766
USP7	MDM2	139.6957118057168
USP7	PTEN	65.2350840109109
USP7	IKBKG	69.17017808547217
USP7	FOXO3	45.21523245923349
USP7	FBXO38	13.79406712472725
USP7	NOTCH1	64.66654892088317
USP7	SOX2	63.21318245455697
USP7	DNMT1	49.0892520139577
USP7	BMI1	63.21318245455697
USP7	TRAF4	37.335249427036
USP7	BCOR	39.55835729222554
USP7	MBD4	25.94909338166683
USP7	TRRAP	61.72560508192078
USP7	MDM4	43.411819429088794
USP7	PLEKHO1	21.78153272096617
USP7	FOXO4	27.26581106835926
USP7	CBX8	40.89871660253888
USP7	UBE2E1	49.48259824213832
USP7	IFNAR1	30.484103505258737
USP7	RNF2	83.48415567576258
USP7	TMPO	37.1236361772278
USP7	POLH	30.104431868029646
USP7	RAD18	45.3577650703203
USP7	ANXA1	24.862718274138164
USP7	SVIL	15.951567795431218
USP7	PHLDB2	11.086665179509792
USP7	ZEB1	23.70873779910108
USP7	PJA1	24.330741351272227
USP7	TRIP12	28.720544249289215
USP7	CHFR	38.55967980197612
USP7	UHRF1	49.00516178264305
USP7	YAF2	51.79367896792856
USP7	SUZ12	64.0058334271622
USP7	GMPS	9.07100217171253
USP7	HUWE1	68.84279838333543
USP7	PCGF2	43.11103261392211
USP7	PPM1G	36.06927769067547
USP7	TCEAL4	11.507865809639437
USP7	SCML2	12.071211033043937
USP7	RNF220	13.051671484917843
USP7	MCMBP	28.332258400478732
USP7	PPIL4	8.338014582942968
USP7	PHF8	25.50483084757728
USP7	PCGF1	39.74640817838585
USP7	UHRF2	36.379310434729874
USP7	MARCH7	26.216901864027424
USP7	TRIM8	20.55268275014598
USP7	HIST2H2AC	40.888136111048816
USP7	RNF168	42.30129748738486
USP7	SIRT7	28.919759851482084
USP7	TSPYL5	12.044434444335726
USP7	FOXN2	19.27983990098806
USP7	MAGEL2	19.27983990098806
USP7	UVSSA	16.69683113515251
USP7	RNF169	18.237776983344954
USP7	TBCB	15.347665449463678
USP7	OTUD4	20.077737954569503
USP7	KMT2E	13.63290553417963
USP7	FAM188B	13.63290553417963
USP7	KDM6B	9.63991995049403
EED	RING1	27.743392172966743
EED	PPP1R8	15.408259438539048
EED	DNMT3A	31.36198633658839
EED	HDAC2	67.6661467953608
EED	TGS1	12.630914050539348
EED	PHF1	18.241823536743034
EED	C10orf12	11.647549317353723
EED	RPL9	42.3977194855747
EED	HDAC1	95.33930009032237
EED	RBBP7	35.67666718818777
EED	RBBP4	46.590197269414894
EED	GTPBP4	18.41639250098857
EED	HIST3H3	49.758352495620436
EED	DDX5	34.24153878620574
EED	DNMT3B	30.261220801981263
EED	YY1	41.99583629721443
EED	DNMT1	29.656339820294654
EED	BMI1	38.18904430366139
EED	RNF2	50.435368003302116
EED	SELENBP1	11.647549317353723
EED	DDX21	19.780036082213417
EED	ITGB7	5.823774658676862
EED	SUZ12	38.66790934311613
EED	AEBP2	16.472122213011122
EED	JARID2	20.174147201320842
EED	MTF2	13.022356022442098
EED	EHMT1	20.174147201320842
EED	EZH1	10.356231715325709
EED	HIST1H1C	31.88310579305433
EED	NOC2L	12.804759527183599
EED	PHF19	13.20611308288803
EED	ABCF1	5.823774658676862
EED	C17orf96	10.087073600660421
EED	SMPD3	5.823774658676862
KHDRBS1	RAPSN	5.757385162537289
KHDRBS1	PTK6	12.868030474251093
KHDRBS1	PRMT1	40.692285299090145
KHDRBS1	RIPK1	36.848431553422856
KHDRBS1	PACSIN3	10.544467748875405
KHDRBS1	PACSIN1	17.26427452617858
KHDRBS1	AGR2	80.56661445550004
KHDRBS1	U2AF2	48.83074235890817
KHDRBS1	KHDRBS3	10.81099987939307
KHDRBS1	HNRNPK	39.18200257514302
KHDRBS1	KHDRBS2	17.26427452617858
KHDRBS1	PIK3R1	31.520882723925098
KHDRBS1	ITK	19.9350670901056
KHDRBS1	HCK	14.602092197011329
KHDRBS1	SMARCA2	26.376012162438737
KHDRBS1	RASA1	25.296062798065545
KHDRBS1	LYN	35.93845328659523
KHDRBS1	DHX9	31.525785083206316
KHDRBS1	FYN	34.97584186602318
KHDRBS1	LCK	26.992208439835395
KHDRBS1	BTK	20.679053231457367
KHDRBS1	YTHDC1	14.096221122822447
KHDRBS1	YES1	14.096221122822447
KHDRBS1	NCF1	19.9350670901056
KHDRBS1	HNRNPR	23.55075060038987
KHDRBS1	FGR	16.27691411963606
KHDRBS1	WBP4	6.8458209508882035
KHDRBS1	ZBTB7A	21.260771865002642
KHDRBS1	ITSN2	11.860410619005599
KHDRBS1	PPP1R13B	13.009997605163923
KHDRBS1	OSTF1	8.13845705981803
RAPSN	KLHL8	1.7328414707151472
TFAP2C	MYC	23.323807579381203
MRAS	RAF1	9.068195673613621
MRAS	SHOC2	3.4372394066016807
MRAS	RASSF5	4.580070881931214
MRAS	RAPGEF5	2.15881726489463
PGR	NR0B1	4.928393147950663
PGR	NCOA1	10.71592824063867
PGR	NCOA2	7.1792471638536695
PGR	MAGEA11	9.056791184529265
PGR	CUEDC2	4.486465529945252
PGR	SP1	15.598497673864054
PGR	KAT2B	9.245921457866972
PGR	PRKDC	13.402367676260626
PGR	CCNA1	4.60560183236
PGR	BMI1	11.22353245590834
PGR	COPS5	14.175832673748003
PGR	KLF9	1.7115726536076092
PGR	FKBP5	12.102646298593942
PGR	JDP2	3.8271928018963153
PGR	BATF3	4.192479659040024
PSMD4	RAD23B	38.395539528565365
PSMD4	PSMC5	57.93673478301412
PSMD4	SIAH2	36.74654038705497
PSMD4	NEDD4	77.89076862425055
PSMD4	PSMC4	49.77454882129825
PSMD4	UBC	117.24308011322614
PSMD4	SHFM1	41.92518112725352
PSMD4	PSMA1	55.84386202168763
PSMD4	UBB	23.81177269496293
PSMD4	PARK2	79.33331281603742
PSMD4	PSMC6	45.974008239130505
PSMD4	BTRC	67.47525469540068
PSMD4	PSMC1	48.57308765903521
PSMD4	PSMC2	50.15300361889538
PSMD4	PSMD5	39.12694885960703
PSMD4	PSMD10	42.59602662133751
PSMD4	PSMC3	46.91508340482931
PSMD4	PSMD13	46.41794385969461
PSMD4	PSMD12	48.79987907415829
PSMD4	PSMD1	45.44769494525951
PSMD4	PSMD6	41.26775714730736
PSMD4	PSMD11	48.7466319866914
PSMD4	PSMD3	46.83822971001186
PSMD4	PSMD14	56.272163058588674
PSMD4	PSMD7	44.532327044518375
PSMD4	PSMD8	45.09896573435782
PSMD4	VCP	91.29621400574973
PSMD4	PSMA2	52.709893732213295
PSMD4	PSMB5	48.21542830132067
PSMD4	PSMA6	51.62297506455688
PSMD4	PSMA7	50.51267377372244
PSMD4	MDM2	109.11984690358744
PSMD4	FLOT1	17.327011939968425
PSMD4	MYOD1	22.706978198664274
PSMD4	NUB1	20.520735349128543
PSMD4	UBD	23.81190277417534
PSMD4	PSMB4	48.79987907415829
PSMD4	TRIM63	26.056747806556416
PSMD4	PSMA5	48.21542830132067
PSMD4	PSMB3	48.57632039268767
PSMD4	PSMA4	49.377412538782856
PSMD4	STUB1	81.14980799970343
PSMD4	DLD	25.300715919870072
PSMD4	UCHL5	53.2573529512108
PSMD4	USP14	39.84493441373673
PSMD4	HERC3	15.696310717859866
PSMD4	ADRM1	39.783003654054184
PSMD4	RBCK1	35.15845821193387
PSMD4	PSMB6	38.8512588606307
PSMD4	TXNL1	18.07165297240783
PSMD4	ACO2	5.725182923155266
PSMD4	PSMB7	39.36423463489051
PSMD4	PSMB2	41.57208265811181
PSMD4	PSMB1	48.21542830132067
PSMD4	FBXO25	18.444620577178252
PSMD4	TNFRSF21	10.649006655334377
RAD23B	VIM	31.843366656181313
RAD23B	UBC	79.39255758278905
RAD23B	SHFM1	28.390139133156776
RAD23B	PSMC6	31.131850962221804
RAD23B	USP5	16.17498826164537
RAD23B	PSMC2	33.961707794759626
RAD23B	HDAC6	41.42463035441596
RAD23B	PSMD1	30.775451604154043
RAD23B	MAD2L2	21.023796041628636
RAD23B	ATXN3	26.548387178962404
RAD23B	POU5F1	17.00160182603356
RAD23B	SOX2	33.43650699460097
RAD23B	CETN2	10.04949889714828
RAD23B	ADRM1	26.939537969921503
RAD23B	USP25	18.18877397971786
RAD23B	MAPK6	20.396078054371138
RAD23B	PSMB7	26.655963507055702
RAD23B	NGLY1	8.252842841749352
RAD23B	NUBP2	7.211102550927978
RAD23B	PAQR3	11.205147778293382
THRB	PSMC5	31.723739537240256
THRB	NCOA1	25.81421473377999
THRB	HDAC3	39.331920878594275
THRB	NCOA2	17.29450064920873
THRB	NCOA6	22.55190314447169
THRB	NCOR1	31.531385364535993
THRB	CCND1	24.73863375370596
THRB	PRKDC	32.28573291709947
THRB	PPARGC1A	13.429936270234041
THRB	TBL1X	15.427248620541512
THRB	TRIP4	14.771555727023477
THRB	NR2F6	5.830951894845301
PSMC5	RARA	46.61575438258169
PSMC5	SKA1	15.869775719090887
PSMC5	PSMC4	50.85962413124681
PSMC5	UBC	119.79895604793168
PSMC5	SHFM1	42.83914177548824
PSMC5	PSMA1	57.0612471578032
PSMC5	PARK2	81.0627633290328
PSMC5	RORA	16.839536883510895
PSMC5	TNNT1	12.195075518979351
PSMC5	PSMC6	46.976232516818115
PSMC5	UBLCP1	28.37316231962997
PSMC5	PSMC1	49.63197135351148
PSMC5	PSMC2	51.246329168505156
PSMC5	PSMD5	39.97990859840054
PSMC5	PSME1	25.540766569534668
PSMC5	PSMD10	43.52461156852939
PSMC5	PSMC3	47.937822934815266
PSMC5	HOMER3	23.082410991463185
PSMC5	PSMD13	47.42984584602022
PSMC5	PSMD12	49.86370677658413
PSMC5	PSMD1	46.43844569734013
PSMC5	PSMD6	42.16738608293592
PSMC5	PSMD11	49.80929891315231
PSMC5	PAAF1	26.65327239893369
PSMC5	PSMD3	47.859293844666276
PSMC5	PTP4A2	23.082410991463185
PSMC5	PSMD14	57.49888507251372
PSMC5	PSMD7	45.50312295758721
PSMC5	PSMD8	46.08211425868213
PSMC5	PTP4A1	26.65327239893369
PSMC5	PSMA2	53.858958980080764
PSMC5	PSMA3	53.858958980080764
PSMC5	PSMB5	49.26651509260811
PSMC5	PSMA6	52.7483457006574
PSMC5	PSMA7	51.6138400615
PSMC5	ERCC3	31.572783724426753
PSMC5	SP1	70.12087847952903
PSMC5	MDM2	111.49863796255903
PSMC5	NLRC4	12.596153183150324
PSMC5	CIITA	23.082410991463185
PSMC5	UBE3C	22.625946496637216
PSMC5	PLEKHO1	17.385009172667058
PSMC5	COPS2	51.6138400615
PSMC5	SHOC2	17.324823234596774
PSMC5	PSMB4	49.86370677658413
PSMC5	VDR	35.11527141734996
PSMC5	PSMA5	49.26651509260811
PSMC5	PSMB3	49.63527456011755
PSMC5	PSMA4	50.45383035639754
PSMC5	FBXO7	47.42984584602022
PSMC5	NR1I3	18.846709654098255
PSMC5	UCHL5	54.41835270166655
PSMC5	USP4	36.60206359783522
PSMC5	USP14	40.713546095463634
PSMC5	ADRM1	40.650265257481045
PSMC5	USP49	13.496220860192716
PSMC5	PSMB6	39.69820861202758
PSMC5	INSIG2	11.60406637623475
PSMC5	KIAA0368	31.723739537240263
PSMC5	SCOC	14.387442634029625
PSMC5	PSMB7	40.22236715660741
PSMC5	PSMB2	42.478345829625596
PSMC5	PSMB1	49.26651509260811
PSMC5	THAP11	14.077110146449701
PSMC5	PSMB8	28.070290730895252
PSMC5	PSMB9	17.326739230754264
PSMC5	PDC	7.694136997154396
PSMC5	PSMA8	33.537965628353504
PSMC5	PDCL	18.846709654098255
PSMC5	SSNA1	13.202320961669535
TRAF1	HIVEP3	9.107772355115195
TRAF1	TRAF2	54.80746845497352
TRAF1	TRADD	17.30346221538832
TRAF1	RIPK1	35.036840597026185
TRAF1	MAPRE2	10.684745725215466
TRAF1	FBXO28	15.476687103882957
TRAF1	TRAF6	52.81105915192472
TRAF1	GLRX3	14.48169341478333
TRAF1	TEAD4	14.47312793230258
TRAF1	TANK	21.192326605614987
TRAF1	METTL17	14.407024966358515
TRAF1	TCL1A	14.477115156258165
TRAF1	BIRC2	40.209612595156955
TRAF1	GIT2	11.89442686316252
TRAF1	TRAF3	37.51301216651423
TRAF1	TBK1	37.51301216651423
TRAF1	TNFRSF1B	16.41550560218704
TRAF1	CASP8	33.73065753331249
TRAF1	DIABLO	20.473732598017385
TRAF1	CHUK	37.08240332661966
TRAF1	IKBKG	39.2625475348874
TRAF1	CASP2	17.30346221538832
TRAF1	TICAM1	18.148024275477162
TRAF1	IKBKB	40.26112757172379
TRAF1	CFLAR	22.560954498578536
TRAF1	BIRC3	31.43330010211981
TRAF1	BCL6	23.645719557605574
TRAF1	ECH1	13.765710533925748
TRAF1	FOSL2	16.41550560218704
TRAF1	MAP3K14	13.25859391584919
TRAF1	CD40	21.887340802916054
TRAF1	TNFRSF11A	12.23539547050628
TRAF1	TNFRSF9	10.943670401458027
TRAF1	SHARPIN	21.821864939393297
TRAF1	LTBR	12.23539547050628
TRAF1	TNFRSF18	9.477496578306496
TRAF1	TNFRSF8	10.943670401458027
TRAF1	RBCK1	25.54869549867696
TRAF1	RNF31	27.6384140377829
TRAF1	ECI2	15.476687103882957
TRAF1	OTUD4	11.396575267743392
TRAF1	SCNM1	14.063062492032318
TRAF1	MORN3	7.738343551941479
TRAF1	NUPL1	10.943670401458027
TRAF1	FAM161A	13.962856692301076
HIVEP3	TRAF2	16.671930521757417
HIVEP3	RUNX2	7.807113596115792
HIVEP3	FHL1	3.766815143390667
RNF7	CUL5	32.298558024508324
RNF7	NEDD4	50.6754378372797
RNF7	UBE2D2	46.95176466622687
RNF7	CUL1	43.65381665890566
RNF7	CUL4A	33.421242461690476
RNF7	CUL2	30.746290711868514
RNF7	CSNK2B	34.29285639896449
RNF7	UBE2D1	45.69463863518345
RNF7	UBE2D3	47.74934554525328
RNF7	BTRC	43.89914408684899
RNF7	TCEB1	32.863353450309965
RNF7	TCEB2	28.982753492378873
RNF7	CSNK2A1	47.848575184766645
RNF7	IKBKG	35.15208478845653
RNF7	SOCS3	21.6164363379107
RNF7	CDC34	20.199009876724155
RNF7	UBE2C	11.543733554175374
RNF7	CARD14	8.485281374238568
RNF7	ASB2	7.849016722575556
RNF7	ASB6	11.887493143895105
RNF7	ASB7	12.96148139681572
RNF7	UBE2S	16.25045086645949
RNF7	SPSB4	9.178325146178365
RNF7	UBE2F	7.671102307547177
CUL5	CUL3	64.97324805517334
CUL5	DCUN1D1	23.771095066639326
CUL5	ARIH2	16.79676635661537
CUL5	UBC	102.65276019541827
CUL5	ASB9	21.866227150455725
CUL5	ASB13	11.41926470083851
CUL5	TRAF6	63.631092726305994
CUL5	TCEB1	44.22662201228178
CUL5	TCEB2	39.0042143909842
CUL5	ASB3	14.716846318835882
CUL5	UBE2M	41.42642078449693
CUL5	RBX1	44.48731589427292
CUL5	NEDD8	38.221022353189554
CUL5	HSP90AA1	87.14896201539166
CUL5	SKP2	51.492316529675264
CUL5	HSPA4	59.33623994079036
CUL5	CAND1	28.737852621287445
CUL5	TOP2B	17.03379689582506
CUL5	COPS6	45.423785967634345
CUL5	COPS3	27.53247022831873
CUL5	SOCS3	29.09082180596247
CUL5	NOS2	20.848629555905784
CUL5	CBFB	13.138347641686476
CUL5	SOCS2	50.21014892712879
CUL5	ASB8	11.165537211178446
CUL5	CISH	18.647581169886635
CUL5	TCEB3	19.778746646930117
CUL5	SOCS7	12.881965856421413
CUL5	ASB4	9.05557407819845
CUL5	FEM1B	14.891085909257681
CUL5	WSB1	15.200698932874827
CUL5	ASB2	10.56299675206012
CUL5	ASB1	9.068877414338475
CUL5	ASB6	15.99787029475171
CUL5	ASB7	17.443214957443246
CUL5	SOCS6	46.41678340924341
CUL5	WSB2	9.323790584943318
CUL5	SPSB4	12.351944470901913
CUL5	SPSB2	14.74220733742726
CUL5	KLHDC3	11.889853951746597
CUL5	RAB40B	7.846634967187151
CUL5	PCMTD2	10.603231502142195
CUL5	KLHDC2	14.526054442591965
CUL5	LRRC41	6.463876004827307
CUL5	PCMTD1	6.592915548976706
CUL5	RAB40C	6.592915548976706
CUL5	SOCS4	16.149279012254166
CUL5	SPSB3	5.759184902055415
CUL5	TULP4	6.592915548976706
CUL5	UBE2F	10.323564291343848
CUL5	DCUN1D2	14.405848970567126
CUL5	DCUN1D3	20.848629555905784
CUL5	DCUN1D4	15.14576664381476
CUL5	DCUN1D5	21.866227150455725
CUL5	ANKRD9	14.74220733742726
SETDB1	CDK4	24.331050121192877
SETDB1	TSC22D1	8.012799848792005
SETDB1	MRPL44	12.093371312541821
SETDB1	TK1	11.890006805374433
SETDB1	TTR	11.313708498984761
SETDB1	SUMO2	25.92296279363144
SETDB1	FAF2	23.664319132398465
SETDB1	HIST1H3A	25.9320160372821
SETDB1	JARID2	13.856406460551016
SETDB1	ATF7IP2	5.656854249492381
RFXAP	RFX5	2.174311474044159
RFXAP	RFXANK	3.221626907676629
RFX5	CIITA	5.286414426227582
RFX5	RFXANK	4.60080037237873
TRAF2	GORASP2	30.048859173064013
TRAF2	PRKAB2	60.16604967242573
TRAF2	TRADD	31.67427869217534
TRAF2	RIPK1	64.13552615941751
TRAF2	MALT1	30.66159128929086
TRAF2	BCL10	41.29820676661769
TRAF2	GSK3B	80.29370993538636
TRAF2	DTNB	24.534790775585503
TRAF2	UBXN11	23.916651141196734
TRAF2	CDCA3	18.30331502159842
TRAF2	ZBTB25	11.835979391523924
TRAF2	FBXO28	28.330336117590875
TRAF2	TIFA	23.86631722424055
TRAF2	PIN1	55.739243412263754
TRAF2	SPG21	28.330336117590875
TRAF2	THAP7	22.397097252429752
TRAF2	ENKD1	14.829534921045806
TRAF2	BANP	44.794194504859504
TRAF2	TRAF3IP2	34.697433864819324
TRAF2	ANKRD36BP1	14.165168058795437
TRAF2	AIMP2	38.923154694400075
TRAF2	AFF4	37.47751196300828
TRAF2	UBC	155.95519725802234
TRAF2	AASDHPPT	16.531482869199312
TRAF2	USP2	27.30142828185705
TRAF2	TRAF6	96.671532250893
TRAF2	TANK	38.792910383269636
TRAF2	PARK2	105.52812530521176
TRAF2	PKN1	33.60304909012266
TRAF2	ZFAND6	12.41065855191685
TRAF2	HOXA1	24.534790775585503
TRAF2	EXOC3-AS1	14.165168058795437
TRAF2	BIRC2	73.6043723267565
TRAF2	TCEA2	17.348716932409662
TRAF2	EFEMP1	17.348716932409662
TRAF2	EIF4G1	43.659980168023736
TRAF2	PPP4R1	18.95689983535367
TRAF2	TRAF3	68.6681998755398
TRAF2	MAP3K1	54.86145998794397
TRAF2	TAB2	39.561344678334265
TRAF2	TBK1	68.6681998755398
TRAF2	TNF	53.001205702086246
TRAF2	TNFRSF1B	30.048859173064013
TRAF2	EIF2AK2	53.001205702086246
TRAF2	TNFRSF10B	30.048859173064013
TRAF2	CASP8	61.74453608655952
TRAF2	GSTP1	22.397097252429752
TRAF2	CAV1	38.31309202012375
TRAF2	DIABLO	37.47751196300828
TRAF2	MAP3K5	36.0048168191581
TRAF2	CHUK	67.87996314971245
TRAF2	IKBKG	71.87075380086856
TRAF2	IKBKE	43.659980168023736
TRAF2	CASP2	31.67427869217534
TRAF2	TICAM1	33.22026375176079
TRAF2	NR4A1	30.54053589528302
TRAF2	MAP3K7	65.72070595396262
TRAF2	TRPC4AP	24.534790775585503
TRAF2	IKBKB	73.6986713580306
TRAF2	CFLAR	41.29820676661769
TRAF2	UBE2N	69.39486772963865
TRAF2	BIRC3	57.53918465888837
TRAF2	ERN1	31.67427869217534
TRAF2	TRAF4	38.792910383269636
TRAF2	RPS3	88.46144617415442
TRAF2	TNFRSF13B	24.534790775585503
TRAF2	MAP3K14	24.27007922053378
TRAF2	RIPK2	37.47751196300828
TRAF2	TRAF5	41.32176386154776
TRAF2	CD40	40.06514556408535
TRAF2	SPHK1	14.165168058795437
TRAF2	TNFSF14	22.397097252429752
TRAF2	TNFRSF11A	22.397097252429752
TRAF2	TNFRSF14	17.348716932409662
TRAF2	MAP4K2	17.348716932409662
TRAF2	TNFRSF9	20.032572782042674
TRAF2	TNFRSF4	14.165168058795437
TRAF2	DAB2IP	21.605971439877067
TRAF2	LTBR	22.397097252429752
TRAF2	PEG3	17.348716932409662
TRAF2	TNFRSF18	17.348716932409662
TRAF2	CASP8AP2	16.26365744455363
TRAF2	TNFRSF8	20.032572782042674
TRAF2	EDARADD	17.348716932409662
TRAF2	FBXO7	61.74453608655952
TRAF2	DUSP14	13.789750947399744
TRAF2	USP4	47.64884634025677
TRAF2	CYLD	44.919987991127066
TRAF2	RNF31	50.59258187439113
TRAF2	MAVS	49.30723648066571
TRAF2	PCSK9	24.534790775585503
BCL2L2	BCL2L11	9.96063880249916
BCL2L2	PPP1CA	27.09586698407164
BCL2L2	BIK	4.4336561619104256
BCL2L2	BAK1	6.449241446500346
BCL2L2	BID	9.622891301315235
BCL2L2	BMF	5.750777493923521
BCL2L2	CCDC155	5.750777493923521
BCL2L11	MCL1	20.124611797498112
BCL2L11	CUL2	24.30707706279609
BCL2L11	DYNLL2	12.202523777740106
BCL2L11	BAG3	29.483221749512026
BCL2L11	BTRC	34.70532066158885
BCL2L11	DYNLL1	20.41046361656246
BCL2L11	FBXW11	33.511550799862434
BCL2L11	CISH	10.954451150103324
BCL2L11	NDRG1	12.84523257866513
BCL2L11	USP27X	5.477225575051662
STAP2	PTK6	5.47722557505166
STAP2	MYD88	11.224972160321823
STAP2	IKBKB	18.02306089311377
PTK6	ERBB3	10.0
PTK6	LINC01139	5.0
IL16	PPP1R12A	6.861971662473519
IL16	HDAC3	21.33072900770154
IL16	PPP1R12C	5.282248001085419
IL16	PPP1R12B	2.430646940434604
PPP1R12A	SIAH2	14.975670460019357
PPP1R12A	PPP1R12C	7.249327219521105
PPP1R12A	RAI14	8.119194364912408
PPP1R12A	PPP1CB	16.32747043844906
PPP1R12A	KDM1A	28.787586381980283
PPP1R12A	HDAC7	15.945781182544295
PPP1R12A	PPP1R12B	3.335806085348042
PPP1R12A	LATS1	15.013007557870726
PPP1R12A	NUAK1	7.191518685403135
PPP1R12A	TRIOBP	5.613683805871919
PPP1R12A	UACA	4.339891938589696
RING1	CBX4	20.57297774709429
RING1	UBE2D2	45.65636142625253
RING1	E2F6	18.786306294999534
RING1	RYBP	26.237739708263742
RING1	PHC2	18.750611960449735
RING1	CSNK2A2	32.309773574080126
RING1	L3MBTL2	19.750253810454183
RING1	UBE2D1	44.43391961091955
RING1	WDR5	39.41963064886704
RING1	PHC1	14.461285284511035
RING1	MAX	28.582897312105057
RING1	HDAC1	77.98703258059491
RING1	CSNK2A1	46.528428865173936
RING1	CBX7	12.105892766179304
RING1	BMI1	31.238431995094306
RING1	BCOR	19.548787232776743
RING1	CBX8	20.21116051534823
RING1	PCGF6	17.610425939494018
RING1	UBE2E1	24.453108040223
RING1	CBX2	15.799790967585059
RING1	RNF2	41.25585864340822
RING1	BSG	11.285054423597241
RING1	SNAI1	25.653935448514595
RING1	YAF2	25.595188462129794
RING1	PCGF2	21.304433794587645
RING1	PCGF1	19.64171745066538
RING1	PHC3	15.799790967585059
RING1	CBX6	9.779357006443698
RING1	PCGF3	19.64171745066538
RING1	AUTS2	13.117129389276746
RING1	PCGF5	12.482689131514341
RING1	FHL1	10.780779121809573
CBX4	DNMT3A	23.25632867764464
CBX4	PHC2	16.998187102105728
CBX4	CSNK2B	30.23014272986324
CBX4	SATB1	16.091159845041574
CBX4	PHC1	13.10973921926071
CBX4	CTBP1	32.8894154269314
CBX4	HIST3H3	36.898064672204995
CBX4	HIPK2	20.680598230264124
CBX4	BMI1	28.318900361707605
CBX4	BCOR	17.72176522573745
CBX4	CBX8	18.322233360448717
CBX4	PCGF6	15.964562420613156
CBX4	CBX2	14.323148684835209
CBX4	RNF2	37.40010223441575
CBX4	PCGF2	19.31332974671293
CBX4	PCGF1	17.806010221817704
CBX4	PHC3	14.323148684835209
CBX4	PCGF3	17.806010221817704
CBX4	ZEB2	8.637183637103782
CBX4	ZNF131	9.656664873356466
RAC1	NEDD4	73.14369419163896
RAC1	ENAH	21.213203435596427
RAC1	ARHGEF7	24.751397833187923
RAC1	NCKAP1	16.389542775360034
RAC1	PARD6A	23.508856851939594
RAC1	XIAP	58.30951894845301
RAC1	SET	35.35533905932738
RAC1	BAIAP2	29.154759474226505
RAC1	BIRC2	51.96152422706632
RAC1	MYD88	32.4037034920393
RAC1	ARHGAP1	10.933725056857138
RAC1	ARHGDIA	25.495097567963924
RAC1	PAK2	23.452078799117146
RAC1	PAK1	38.07886552931954
RAC1	MCF2L	10.0
RAC1	AGAP2	16.704064061389275
RAC1	SH3RF1	22.360679774997898
RAC1	IQGAP1	38.07886552931954
RAC1	MAP3K10	17.58171549423147
RAC1	ARHGAP32	25.495097567963924
RAC1	DOCK1	18.708286933869708
RAC1	FMNL1	17.32050807568877
RAC1	NCF2	21.213203435596427
RAC1	RHOB	17.32050807568877
RAC1	SYNJ2	14.06007953286033
RAC1	IQGAP2	10.0
RAC1	PARD6B	26.457513110645905
RAC1	MTNR1A	29.154759474226505
RAC1	FHOD1	7.0710678118654755
RAC1	ARHGEF4	10.0
RAC1	ARHGEF6	10.01142674967738
RAC1	PAK3	7.423802564805928
RAC1	KALRN	10.0
RAC1	UNKL	9.695071818406634
RAC1	HACE1	12.124130437051706
RAC1	DOCK7	24.08881965191737
RAC1	SH3RF3	7.0710678118654755
RAC1	CORO1C	17.32050807568877
RAC1	PSAT1	10.0
RAC1	CHN2	6.531947611592211
RAC1	C1QA	10.0
RAC1	IQGAP3	5.635568906409419
TRPV1	SYT9	2.385219877895186
TRPV1	SNAPIN	5.592554679423967
TRPV1	CALM1	15.0
TRPV1	AKAP5	5.916079783099616
SYT9	TUBB	5.842571625186802
SYT9	SYNCRIP	6.034182027565996
TACC1	YEATS4	15.933007739275821
TACC1	SNRPG	13.2664991614216
TACC1	STX5	9.9498743710662
TACC1	TDRD7	6.6332495807108
TACC1	BTRC	29.719861041017406
TACC1	AURKA	19.52954168943396
TACC1	CKAP5	6.809595638981428
TACC1	TACC2	4.754680033684062
TACC1	VAPA	19.8997487421324
TACC1	FBXW11	28.69757760639896
YEATS4	DMAP1	24.88039655283487
YEATS4	VPS72	15.933007739275821
YEATS4	MORF4L1	27.175429309704725
YEATS4	RUVBL2	38.163953764390605
YEATS4	MAX	28.823895519821804
YEATS4	MYC	56.0235827327093
YEATS4	FOS	27.529795758594734
YEATS4	RUVBL1	34.29323171126912
YEATS4	KDM1A	45.065351268558715
YEATS4	MTMR7	4.467405940237788
YEATS4	TRRAP	30.760497336700517
YEATS4	TACC2	6.8869412522244
YEATS4	EP400	22.014613840513654
YEATS4	SMARCB1	30.760497336700517
YEATS4	MLLT10	9.498214209177243
YEATS4	MYCN	19.80732762833216
YEATS4	PPP2R2D	25.640449573725395
YEATS4	ING3	15.857114152213768
YEATS4	EPC1	18.75293567746142
YEATS4	EPC2	10.562473303118056
YEATS4	SRCAP	11.978727491847172
YEATS4	ACTR6	9.607965173273934
YEATS4	MRGBP	20.94007462167967
YEATS4	MBTD1	18.605744553515404
YEATS4	ZNHIT1	10.742031626445533
YEATS4	TFAP2B	3.3677950990465777
